purchase_no	purchaser	residence	social_status	aliquot_or_lot	section	township	range	meridian	county	acres	price_per_acre	total_price	type_of_sale	date_purchased	volume	page
0029688	HUBBARD ELIJAH K	UNKNOWN		W2SW	14	39N	13E	3	COOK	80.00	3.75	300.00	FD	06/26/1835	687	187
0001074	KENZIE JOHN H	UNKNOWN		E2NE	14	39N	13E	3	COOK	40.00	2.60	104.00	FD	06/26/1835	687	187
0003298	KENZIE JOHN H	UNKNOWN		E2SE	14	39N	13E	3	COOK	40.00	4.20	168.00	FD	06/26/1835	687	187
0497730	KENZIE JOHN H	UNKNOWN		W2NE	14	39N	13E	3	COOK	40.00	3.10	124.00	FD	06/26/1835	687	187
0497734	KENZIE JOHN H	UNKNOWN		W2SE	14	39N	13E	3	COOK	40.00	3.60	144.00	FD	06/26/1835	687	187
0026653	PEARSONS H	UNKNOWN	I	W2NE	14	39N	13E	3	COOK	40.00	3.10	124.00	FD	06/26/1835	687	187
0028856	PEARSONS H	UNKNOWN	I	W2SE	14	39N	13E	3	COOK	40.00	3.60	144.00	FD	06/26/1835	687	187
0499955	PEARSONS H	UNKNOWN	I	E2NE	14	39N	13E	3	COOK	40.00	2.60	104.00	FD	06/26/1835	687	187
0499960	PEARSONS H	UNKNOWN	I	E2SE	14	39N	13E	3	COOK	40.00	4.20	168.00	FD	06/26/1835	687	187
0027982	TAYLOR CHARLES	UNKNOWN		W2NW	14	39N	13E	3	COOK	80.00	3.30	264.00	FD	06/26/1835	687	187
0004887	TRADER TEGAL	UNKNOWN		E2SW	14	39N	13E	3	COOK	80.00	4.00	320.00	FD	06/26/1835	687	187
0004275	GARRETT AUGUSTUS	UNKNOWN		E2SW	18	39N	13E	3	COOK	82.32	1.25	102.90	FD	11/28/1835	687	187
0014603	GARRETT AUGUSTUS	UNKNOWN		N2	18	39N	13E	3	COOK	329.28	1.25	411.60	FD	11/28/1835	687	187
0016129	GARRETT AUGUSTUS	UNKNOWN		SE	18	39N	13E	3	COOK	164.64	1.25	205.80	FD	11/28/1835	687	187
0030021	PRICE JEREMIAH	UNKNOWN		W2SW	18	39N	13E	3	COOK	85.47	1.25	106.84	FD	08/06/1835	687	187
0002801	ATKINSON JOSEPH	UNKNOWN		E2SE	20	39N	13E	3	COOK	80.00	1.25	100.00	FD	10/08/1835	687	188
0029243	BARRY JOHN R	UNKNOWN		W2SW	20	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	188
0026012	BEERS CYRENIUS	UNKNOWN		W2NE	20	39N	13E	3	COOK	80.00	1.25	100.00	FD	11/30/1835	687	188
0000699	COOK ISAAC	UNKNOWN		E2NE	20	39N	13E	3	COOK	80.00	1.30	100.00	FD	11/30/1835	687	188
0004276	GARRETT AUGUSTUS	UNKNOWN		E2SW	20	39N	13E	3	COOK	80.00	1.30	100.00	FD	11/28/1835	687	188
0028518	GARRETT AUGUSTUS	UNKNOWN		W2SE	20	39N	13E	3	COOK	80.00	1.30	100.00	FD	11/28/1835	687	188
0027776	PEARSONS HIRAM	UNKNOWN		W2NW	20	39N	13E	3	COOK	80.00	1.30	100.00	FD	12/17/1835	687	188
0002522	SHERMAN FRANCIS C	UNKNOWN		E2NW	20	39N	13E	3	COOK	80.00	1.45	116.00	FD	11/20/1835	687	188
0000528	ARCHER WILLIAM B	UNKNOWN		E2NE	22	39N	13E	3	COOK	80.00	2.00	160.00	FD	06/26/1835	687	188
0002900	BRUNSON FREDENE	UNKNOWN		E2SE	22	39N	13E	3	COOK	80.00	3.00	240.00	FD	06/26/1835	687	188
0028258	BRUNSON FREDENE	UNKNOWN		W2SE	22	39N	13E	3	COOK	80.00	2.00	160.00	FD	06/26/1835	687	188
0029924	NEWBERRY WALTER L	UNKNOWN		W2SW	22	39N	13E	3	COOK	80.00	1.50	120.00	FD	06/26/1835	687	188
0010943	PRICE JEREMIAH	UNKNOWN		NW	22	39N	13E	3	COOK	160.00	1.25	200.00	FD	08/06/1835	687	188
0004797	SEYMOUR HENRY	UNKNOWN		E2SW	22	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/06/1835	687	188
0026767	SEYMOUR HENRY	UNKNOWN		W2NE	22	39N	13E	3	COOK	80.00	2.05	164.00	FD	06/26/1835	687	188
0025949	ANDREWS DAVID	UNKNOWN		W2NE	24	39N	13E	3	COOK	80.00	4.00	320.00	FD	06/26/1835	687	188
0004024	BUTTERFIELD JUSTIN	UNKNOWN		E2SW	24	39N	13E	3	COOK	80.00	6.00	480.00	FD	06/13/1835	687	188
0000883	FRAME DAVID P	UNKNOWN		E2NE	24	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/13/1835	687	188
0027521	HUBBARD THOMAS R	UNKNOWN		W2NW	24	39N	13E	3	COOK	80.00	4.20	336.00	FD	06/26/1835	687	188
0029691	HUBBARD THOMAS R	UNKNOWN		W2SW	24	39N	13E	3	COOK	80.00	4.50	360.00	FD	06/26/1835	687	188
0002160	KENZIE JOHN H	UNKNOWN		E2NW	24	39N	13E	3	COOK	40.00	4.70	188.00	FD	06/26/1835	687	188
0003396	MCCONNELL EDWARD	UNKNOWN		E2SE	24	39N	13E	3	COOK	80.00	4.70	376.00	FD	06/26/1835	687	188
0028763	MCCONNELL EDWARD	UNKNOWN		W2SE	24	39N	13E	3	COOK	80.00	7.00	560.00	FD	06/26/1835	687	188
0002393	PEARSONS H	UNKNOWN	I	E2NW	24	39N	13E	3	COOK	40.00	4.70	188.00	FD	06/26/1835	687	188
0001725	BRAUBIEN MARK	UNKNOWN		E2NW	26	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/08/1835	687	188
0002884	BRONSON FREDERIC	UNKNOWN		E2SE	26	39N	13E	3	COOK	80.00	3.50	280.00	FD	06/26/1835	687	188
0003993	BRONSON FREDERIC	UNKNOWN		E2SW	26	39N	13E	3	COOK	80.00	2.00	160.00	FD	06/26/1835	687	188
0027133	BRONSON FREDERIC	UNKNOWN		W2NW	26	39N	13E	3	COOK	80.00	1.80	144.00	FD	06/26/1835	687	188
0028245	BRONSON FREDERIC	UNKNOWN		W2SE	26	39N	13E	3	COOK	80.00	4.00	320.00	FD	06/26/1835	687	188
0026458	KENZIE JOHN H	UNKNOWN		W2NE	26	39N	13E	3	COOK	40.00	3.10	124.00	FD	06/26/1835	687	188
0497733	KENZIE JOHN H	UNKNOWN		E2NE	26	39N	13E	3	COOK	40.00	3.90	156.00	FD	06/26/1835	687	187
0001278	PEARSONS H	UNKNOWN	I	E2NE	26	39N	13E	3	COOK	40.00	3.90	156.00	FD	06/26/1835	687	188
0499959	PEARSONS H	UNKNOWN	I	W2NE	26	39N	13E	3	COOK	40.00	3.10	124.00	FD	06/26/1835	687	187
0030033	REIS JAMES H	UNKNOWN		W2SW	26	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/31/1835	687	188
0026084	CAMPBELL STEPHEN	UNKNOWN		W2NE	28	39N	13E	3	COOK	80.00	1.50	120.00	FD	06/26/1835	687	189
0027166	CAMPBELL STEPHEN	UNKNOWN		W2NW	28	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0028448	EAGAN WILLIAM B	UNKNOWN		W2SE	28	39N	13E	3	COOK	80.00	1.50	120.00	FD	06/26/1835	687	189
0020447	INGERSOLL CHESTER	UNKNOWN		SW	28	39N	13E	3	COOK	160.00	1.25	200.00	FD	06/26/1835	687	189
0001242	NEWBERRY WALTER L	UNKNOWN		E2NE	28	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0003466	NEWBERRY WALTER L	UNKNOWN		E2SE	28	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0002427	PRICE JEREMIAH	UNKNOWN		E2NW	28	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/06/1835	687	189
0028306	CLARK CHAUNCEY	UNKNOWN		W2SE	30	39N	13E	3	COOK	80.00	1.25	100.00	FD	11/30/1835	687	189
0000873	FORDHAM JARED	UNKNOWN		E2NE	30	39N	13E	3	COOK	80.00	1.25	100.00	FD	11/30/1835	687	189
0003139	GARRETT AUGUSTUS	UNKNOWN		E2SE	30	39N	13E	3	COOK	80.00	2.06	164.80	FD	11/28/1835	687	189
0002119	HURLBERT HANNA	UNKNOWN	F	E2NW	30	39N	13E	3	COOK	84.02	1.25	105.02	FD	06/26/1835	687	189
0026418	HURLBERT HANNA	UNKNOWN	F	W2NE	30	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0004716	PRUYNE PETER	UNKNOWN		E2SW	30	39N	13E	3	COOK	83.80	1.25	104.75	FD	06/26/1835	687	189
0027816	PRUYNE PETER	UNKNOWN		W2NW	30	39N	13E	3	COOK	84.03	1.25	105.04	FD	06/26/1835	687	189
0030064	ROLLSON CYNTHIA	UNKNOWN	F	W2SW	30	39N	13E	3	COOK	83.80	1.25	104.75	FD	06/26/1835	687	189
0010318	BRUNSON FREDERIC	UNKNOWN		NW	32	39N	13E	3	COOK	160.00	2.00	320.00	FD	06/26/1835	687	189
0020098	BRUNSON FREDERIC	UNKNOWN		SW	32	39N	13E	3	COOK	160.00	2.00	320.00	FD	06/26/1835	687	189
0028510	FULLERTON ALEXANDER	UNKNOWN		W2SE	32	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0003289	JONES WILLIAM	UNKNOWN		E2SE	32	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/05/1835	687	189
0001174	MATSON HENRY	UNKNOWN		E2NE	32	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/07/1835	687	189
0026687	PRICE JEREMIAH	UNKNOWN		W2NE	32	39N	13E	3	COOK	80.00	1.25	100.00	FD	08/06/1835	687	189
0028246	BRONSON FREDERIC	UNKNOWN		W2SE	34	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0025516	CHURCH THOS JR	UNKNOWN		W2	34	39N	13E	3	COOK	160.00	1.25	200.00	FD	08/05/1835	687	189
0003210	HEACOCK RUSSELL E	UNKNOWN		E2SE	34	39N	13E	3	COOK	80.00	2.05	164.00	FD	06/26/1835	687	189
0025536	JONES WILLIAM	UNKNOWN	I	W2	34	39N	13E	3	COOK	160.00	1.25	200.00	FD	08/05/1835	687	189
0001243	NEWBERRY WALTER L	UNKNOWN		E2NE	34	39N	13E	3	COOK	80.00	1.40	112.00	FD	06/26/1835	687	189
0026612	NEWBERRY WALTER L	UNKNOWN		W2NE	34	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	189
0001628	ANDREWS DAVID	UNKNOWN		E2NW	36	39N	13E	3	COOK	80.00	2.25	180.00	FD	06/26/1835	687	190
0027042	BALLARD THOMAS	UNKNOWN		W2NW	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	06/26/1835	687	190
0029303	BRONSON FREDERIC	UNKNOWN		W2SW	36	39N	13E	3	COOK	80.00	3.50	280.00	FD	06/26/1835	687	190
0028541	GRANT OWEN	UNKNOWN		W2SE	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	03/30/1835	687	190
0026522	LUTHER JEREMIAH	UNKNOWN		W2NE	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	05/29/1835	687	190
0001179	MCBRIDE ESAU	UNKNOWN		E2NE	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	05/13/1835	687	190
0304751	MCBRIDE ESAU	VERMILION		E2NE	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	05/13/1835	236	065
0004799	SEYMOUR HENRY	UNKNOWN		E2SW	36	39N	13E	3	COOK	80.00	2.90	232.00	FD	06/26/1835	687	190
0003641	SMITH JOSHUA	UNKNOWN		E2SE	36	39N	13E	3	COOK	80.00	1.25	100.00	FD	05/29/1835	687	190
